"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1627","Verify user can login successfully","testcases","2026-07-20","passed","2026-07-20","TestRegistrationForm","test_registrationform","",""
